LECROYSDA6000A 1113 Waveform
Segments 1 SegmentSize 502
Segment TrigTime TimeSinceSegment1
#1 22-Oct-2014 11:18:34 0                 
Time Ampl
-2.82001e-008 0.00631084
-2.81001e-008 0.00781277
-2.80001e-008 0.00061388
-2.79001e-008 0.048054
-2.78001e-008 0.0112309
-2.77001e-008 0.0169797
-2.76001e-008 0.00636263
-2.75001e-008 0.0209158
-2.74001e-008 -0.00611889
-2.73001e-008 0.015167
-2.72001e-008 0.0216926
-2.71001e-008 0.0217444
-2.70001e-008 0.00548219
-2.69001e-008 0.0184816
-2.68001e-008 0.0165136
-2.67001e-008 0.0490898
-2.66001e-008 0.0124221
-2.65001e-008 0.000872832
-2.64001e-008 0.018637
-2.63001e-008 0.0213301
-2.62001e-008 0.0191031
-2.61001e-008 0.0222623
-2.60001e-008 0.00418743
-2.59001e-008 0.0313257
-2.58001e-008 0.0239196
-2.57001e-008 0.00786456
-2.56001e-008 0.00107999
-2.55001e-008 0.0345367
-2.54001e-008 0.00988439
-2.53001e-008 0.0155813
-2.52001e-008 0.0220034
-2.51001e-008 0.00879679
-2.50001e-008 0.00170148
-2.49001e-008 0.032983
-2.48001e-008 0.0212265
-2.47001e-008 0.0322061
-2.46001e-008 0.0214855
-2.45001e-008 0.0191031
-2.44001e-008 0.0159439
-2.43001e-008 0.0474325
-2.42001e-008 0.0232463
-2.41001e-008 0.0282182
-2.40001e-008 0.0377477
-2.39001e-008 0.00750202
-2.38001e-008 0.0146491
-2.37001e-008 0.033708
-2.36001e-008 0.033967
-2.35001e-008 0.034951
-2.34001e-008 0.0195692
-2.33001e-008 0.0217444
-2.32001e-008 0.00185685
-2.31001e-008 0.0459306
-2.30001e-008 0.0234017
-2.29001e-008 0.032724
-2.28001e-008 0.00801993
-2.27001e-008 0.0180673
-2.26001e-008 0.00594831
-2.25001e-008 0.0307042
-2.24001e-008 0.0257323
-2.23001e-008 0.00465354
-2.22001e-008 0.0169279
-2.21001e-008 0.0231428
-2.20001e-008 0.00351415
-2.19001e-008 0.0339152
-2.18001e-008 0.00589652
-2.17001e-008 0.0434965
-2.16001e-008 0.0251108
-2.15001e-008 0.0178601
-2.14001e-008 0.0153224
-2.13001e-008 0.0496595
-2.12001e-008 0.00765739
-2.11001e-008 0.0417874
-2.10001e-008 0.0256287
-2.09001e-008 0.0172904
-2.08001e-008 0.0199835
-2.07001e-008 0.0196728
-2.06001e-008 0.0198282
-2.05001e-008 0.0288915
-2.04001e-008 0.0512132
-2.03001e-008 0.0100915
-2.02001e-008 0.0117488
-2.01001e-008 0.0380584
-2.00001e-008 0.00553398
-1.99001e-008 0.032724
-1.98001e-008 0.00879679
-1.97001e-008 0.0176012
-1.96001e-008 0.0163064
-1.95001e-008 0.0496595
-1.94001e-008 0.00843425
-1.93001e-008 0.0299791
-1.92001e-008 0.0117488
-1.91001e-008 0.00278908
-1.90001e-008 0.0167207
-1.89001e-008 0.0348992
-1.88001e-008 0.020605
-1.87001e-008 0.0310667
-1.86001e-008 0.0241268
-1.85001e-008 0.00537861
-1.84001e-008 0.013924
-1.83001e-008 0.0480022
-1.82001e-008 0.0266127
-1.81001e-008 0.00180506
-1.80001e-008 0.0296166
-1.79001e-008 0.0279593
-1.78001e-008 -0.0109872
-1.77001e-008 0.0299791
-1.76001e-008 0.0222623
-1.75001e-008 0.0326204
-1.74001e-008 0.0223141
-1.73001e-008 0.00890037
-1.72001e-008 -0.0124891
-1.71001e-008 0.0341742
-1.70001e-008 -0.0022346
-1.69001e-008 0.013199
-1.68001e-008 0.0234535
-1.67001e-008 0.0086932
-1.66001e-008 -0.000421931
-1.65001e-008 0.0464485
-1.64001e-008 0.0224695
-1.63001e-008 0.0439626
-1.62001e-008 0.0236607
-1.61001e-008 0.0191031
-1.60001e-008 0.00444638
-1.59001e-008 0.0304452
-1.58001e-008 0.0262502
-1.57001e-008 0.00423922
-1.56001e-008 0.0191549
-1.55001e-008 0.00978081
-1.54001e-008 0.00164969
-1.53001e-008 0.0328794
-1.52001e-008 0.0234017
-1.51001e-008 0.0166689
-1.50001e-008 0.0339152
-1.49001e-008 0.0113863
-1.48001e-008 -0.00233818
-1.47001e-008 0.0487273
-1.46001e-008 0.0103505
-1.45001e-008 0.0271306
-1.44001e-008 0.0361422
-1.43001e-008 0.0216926
-1.42001e-008 0.0158921
-1.41001e-008 0.0356243
-1.40001e-008 0.00729486
-1.39001e-008 0.0293058
-1.38001e-008 0.0251626
-1.37001e-008 0.00548219
-1.36001e-008 0.0148045
-1.35001e-008 0.0370744
-1.34001e-008 0.00739844
-1.33001e-008 0.0280111
-1.32001e-008 0.0350028
-1.31001e-008 0.0353135
-1.30001e-008 0.0163582
-1.29001e-008 0.0465003
-1.28001e-008 0.0213301
-1.27001e-008 0.0421499
-1.26001e-008 0.0399229
-1.25001e-008 0.00755381
-1.24001e-008 0.00284087
-1.23001e-008 0.0193621
-1.22001e-008 0.0200871
-1.21001e-008 0.0313257
-1.20001e-008 0.0371262
-1.19001e-008 0.00910753
-1.18001e-008 0.00206401
-1.17001e-008 0.0191549
-1.16001e-008 0.020864
-1.15001e-008 0.0201907
-1.14001e-008 0.018637
-1.13001e-008 0.0223659
-1.12001e-008 0.00284087
-1.11001e-008 0.0337598
-1.10001e-008 0.00853783
-1.09001e-008 0.0204497
-1.08001e-008 -0.0066368
-1.07001e-008 0.0167207
-1.06001e-008 0.0081753
-1.05001e-008 0.0191549
-1.04001e-008 0.00646621
-1.03001e-008 0.02827
-1.02001e-008 0.0385763
-1.01001e-008 0.00952185
-1.00001e-008 -0.00187207
-9.90008e-009 0.0475361
-9.80008e-009 0.0125775
-9.70008e-009 0.0142866
-9.60008e-009 0.0225213
-9.50008e-009 0.00703591
-9.40008e-009 0.0137687
-9.30008e-009 0.0495559
-9.20008e-009 0.0120596
-9.10008e-009 0.0104023
-9.00008e-009 0.0515758
-8.90008e-009 -0.00207923
-8.80008e-009 0.00998797
-8.70008e-009 0.0372816
-8.60008e-009 0.0181191
-8.50008e-009 0.0458788
-8.40008e-009 0.0252662
-8.30008e-009 0.00558577
-8.20008e-009 0.00522324
-8.10008e-009 0.00625905
-8.00008e-009 0.0171869
-7.90008e-009 0.0340706
-7.80008e-009 0.0234535
-7.70008e-009 0.00698412
-7.60008e-009 0.00201222
-7.50008e-009 0.0226767
-7.40008e-009 0.00299624
-7.30008e-009 0.0465521
-7.20008e-009 0.0116971
-7.10008e-009 0.0162546
-7.00008e-009 0.00568935
-6.90008e-009 0.0302899
-6.80008e-009 0.0251626
-6.70008e-009 0.0143902
-6.60008e-009 0.0468628
-6.50008e-009 0.0260948
-6.40008e-009 0.00164969
-6.30008e-009 0.0309113
-6.20008e-009 0.0236607
-6.10008e-009 0.0184816
-6.00008e-009 0.0229874
-5.90008e-009 -0.00544561
-5.80008e-009 -0.000162979
-5.70008e-009 0.033708
-5.60008e-009 0.0236089
-5.50008e-009 0.0171351
-5.40008e-009 0.0322061
-5.30008e-009 0.0239714
-5.20008e-009 0.0115935
