LECROYSDA6000A 1113 Waveform
Segments 1 SegmentSize 502
Segment TrigTime TimeSinceSegment1
#1 22-Oct-2014 11:18:35 0                 
Time Ampl
-2.82579e-008 0.00066567
-2.81579e-008 0.0231946
-2.80579e-008 -0.00627426
-2.79579e-008 0.0137687
-2.78579e-008 0.0371262
-2.77579e-008 0.00755381
-2.76579e-008 0.0169797
-2.75579e-008 0.0235571
-2.74579e-008 -0.00668859
-2.73579e-008 0.0147527
-2.72579e-008 0.0272342
-2.71579e-008 -0.0212935
-2.70579e-008 0.0152706
-2.69579e-008 0.0129918
-2.68579e-008 -0.0129552
-2.67579e-008 0.0437036
-2.66579e-008 0.027545
-2.65579e-008 -0.00591173
-2.64579e-008 -0.00104342
-2.63579e-008 0.0382656
-2.62579e-008 -0.0168913
-2.61579e-008 0.00993618
-2.60579e-008 0.0395604
-2.59579e-008 -0.00394369
-2.58579e-008 0.00154611
-2.57579e-008 0.0203979
-2.56579e-008 0.0110238
-2.55579e-008 -0.00886379
-2.54579e-008 0.0174976
-2.53579e-008 0.0102987
-2.52579e-008 0.00258192
-2.51579e-008 0.0233499
-2.50579e-008 -0.008812
-2.49579e-008 0.0287361
-2.48579e-008 0.0287879
-2.47579e-008 -0.0203095
-2.46579e-008 -7.607e-006
-2.45579e-008 0.0241786
-2.44579e-008 -0.00668859
-2.43579e-008 0.0158403
-2.42579e-008 0.0225213
-2.41579e-008 0.00688054
-2.40579e-008 0.0169797
-2.39579e-008 0.023091
-2.38579e-008 -0.00368474
-2.37579e-008 -0.00161311
-2.36579e-008 0.0409587
-2.35579e-008 -0.0321695
-2.34579e-008 0.0111792
-2.33579e-008 0.0246965
-2.32579e-008 0.00765739
-2.31579e-008 0.00423922
-2.30579e-008 0.0216408
-2.29579e-008 -0.00565278
-2.28579e-008 0.0136651
-2.27579e-008 0.0306006
-2.26579e-008 -0.0478621
-2.25579e-008 0.00947006
-2.24579e-008 0.0279593
-2.23579e-008 -0.0082423
-2.22579e-008 0.01641
-2.21579e-008 0.0220552
-2.20579e-008 0.0070877
-2.19579e-008 0.0166689
-2.18579e-008 0.0237125
-2.17579e-008 -0.00627426
-2.16579e-008 0.0141312
-2.15579e-008 0.027286
-2.14579e-008 -0.0211899
-2.13579e-008 0.0144937
-2.12579e-008 0.0220034
-2.11579e-008 0.0213819
-2.10579e-008 0.00750202
-2.09579e-008 0.00713949
-2.08579e-008 -0.0055492
-2.07579e-008 0.00149432
-2.06579e-008 0.0254216
-2.05579e-008 -0.0199988
-2.04579e-008 0.0128364
-2.03579e-008 0.0264574
-2.02579e-008 -0.0082423
-2.01579e-008 0.0159957
-2.00579e-008 0.0241786
-1.99579e-008 -0.00456517
-1.98579e-008 -0.000577303
-1.97579e-008 0.0364529
-1.96579e-008 -0.00456517
-1.95579e-008 0.0145455
-1.94579e-008 0.024075
-1.93579e-008 -0.00316683
-1.92579e-008 -0.0116087
-1.91579e-008 0.020864
-1.90579e-008 -0.0033222
-1.89579e-008 0.00061388
-1.88579e-008 0.0266645
-1.87579e-008 -0.032066
-1.86579e-008 -0.00176849
-1.85579e-008 0.0237643
-1.84579e-008 0.00444638
-1.83579e-008 0.0309113
-1.82579e-008 0.0260948
-1.81579e-008 -0.01772
-1.80579e-008 -0.0133178
-1.79579e-008 0.0199835
-1.78579e-008 0.00915932
-1.77579e-008 0.0147009
-1.76579e-008 0.0369708
-1.75579e-008 -0.00327041
-1.74579e-008 -0.000214769
-1.73579e-008 0.0264574
-1.72579e-008 -0.0215525
-1.71579e-008 0.0256805
-1.70579e-008 0.0403372
-1.69579e-008 -0.00461697
-1.68579e-008 -0.000888046
-1.67579e-008 0.0367119
-1.66579e-008 -0.00378832
-1.65579e-008 0.0145973
-1.64579e-008 0.0253698
-1.63579e-008 -0.00943349
-1.62579e-008 0.0293576
-1.61579e-008 0.0236089
-1.60579e-008 0.00962543
-1.59579e-008 -0.00865663
-1.58579e-008 0.0165654
-1.57579e-008 0.0216926
-1.56579e-008 0.0205532
-1.55579e-008 0.00755381
-1.54579e-008 0.00688054
-1.53579e-008 0.00341057
-1.52579e-008 0.0249554
-1.51579e-008 -0.0195326
-1.50579e-008 0.0105577
-1.49579e-008 0.0424088
-1.48579e-008 -0.0208792
-1.47579e-008 0.0159439
-1.46579e-008 0.00781277
-1.45579e-008 0.0200353
-1.44579e-008 0.00682874
-1.43579e-008 0.0201389
-1.42579e-008 -0.00518666
-1.41579e-008 0.0136651
-1.40579e-008 0.0341742
-1.39579e-008 0.0240232
-1.38579e-008 0.00454996
-1.37579e-008 0.0204497
-1.36579e-008 0.00641442
-1.35579e-008 0.0188442
-1.34579e-008 0.0125775
-1.33579e-008 -0.0212417
-1.32579e-008 0.00284087
-1.31579e-008 0.0101433
-1.30579e-008 -0.00637784
-1.29579e-008 0.00113178
-1.28579e-008 0.0352618
-1.27579e-008 -0.000214769
-1.26579e-008 -0.0135249
-1.25579e-008 0.0202943
-1.24579e-008 0.00563756
-1.23579e-008 0.0308078
-1.22579e-008 0.0251108
-1.21579e-008 -0.00632605
-1.20579e-008 0.00164969
-1.19579e-008 0.0247483
-1.18579e-008 -0.0179271
-1.17579e-008 0.000303136
-1.16579e-008 0.0235571
-1.15579e-008 -0.00513487
-1.14579e-008 0.00299624
-1.13579e-008 0.0104541
-1.12579e-008 -0.0175128
-1.11579e-008 -0.0130588
-1.10579e-008 0.0225213
-1.09579e-008 -0.00844947
-1.08579e-008 0.0306006
-1.07579e-008 0.0113863
-1.06579e-008 0.00144253
-1.05579e-008 0.0316364
-1.04579e-008 0.0270788
-1.03579e-008 -0.0191183
-1.02579e-008 -0.000577303
-1.01579e-008 0.0244375
-1.00579e-008 -0.00808693
-9.95787e-009 0.0283736
-9.85787e-009 0.0268717
-9.75787e-009 -0.00611889
-9.65787e-009 0.00242655
-9.55787e-009 0.0209676
-9.45787e-009 0.0076056
-9.35787e-009 0.0172904
-9.25787e-009 0.0219516
-9.15787e-009 0.00646621
-9.05787e-009 0.0164618
-8.95787e-009 0.026302
-8.85787e-009 -0.0191701
-8.75787e-009 0.0021676
-8.65787e-009 0.0102987
-8.55787e-009 -0.00684396
-8.45787e-009 0.00273729
-8.35787e-009 0.0208122
-8.25787e-009 0.00858962
-8.15787e-009 0.00558577
-8.05787e-009 0.0076056
-7.95787e-009 -0.00420264
-7.85787e-009 -0.0102103
-7.75787e-009 0.00957364
-7.65787e-009 -0.019947
-7.55787e-009 0.00196043
-7.45787e-009 0.0120078
-7.35787e-009 -0.0205685
-7.25787e-009 0.00123537
-7.15787e-009 0.0214855
-7.05787e-009 0.0086932
-6.95787e-009 0.00304804
-6.85787e-009 0.0226767
-6.75787e-009 -0.0161663
-6.65787e-009 -0.0127481
-6.55787e-009 0.0104023
-6.45787e-009 -0.0191183
-6.35787e-009 -0.0060671
-6.25787e-009 -0.0278709
-6.15787e-009 -0.0551645
-6.05787e-009 -0.0839083
-5.95787e-009 -0.0927645
-5.85787e-009 -0.145487
-5.75787e-009 -0.164235
-5.65787e-009 -0.18376
