LECROYSDA6000A 1113 Waveform
Segments 1 SegmentSize 502
Segment TrigTime TimeSinceSegment1
#1 22-Oct-2014 11:18:34 0                 
Time Ampl
-2.82512e-008 -0.021915
-2.81512e-008 0.00449817
-2.80512e-008 -0.0028043
-2.79512e-008 -0.000629094
-2.78512e-008 0.0362458
-2.77512e-008 0.000510298
-2.76512e-008 -0.0271976
-2.75512e-008 0.0281664
-2.74512e-008 0.0281664
-2.73512e-008 0.00144253
-2.72512e-008 0.0335009
-2.71512e-008 0.0102987
-2.70512e-008 0.00631084
-2.69512e-008 -0.00285609
-2.68512e-008 -0.0220186
-2.67512e-008 0.00511966
-2.66512e-008 0.00833067
-2.65512e-008 0.00605189
-2.64512e-008 0.00796814
-2.63512e-008 -0.00699933
-2.62512e-008 0.00532682
-2.61512e-008 0.00729486
-2.60512e-008 0.00656979
-2.59512e-008 0.00662158
-2.58512e-008 0.00765739
-2.57512e-008 -0.00648143
-2.56512e-008 0.00304804
-2.55512e-008 0.0211747
-2.54512e-008 0.00858962
-2.53512e-008 0.00620726
-2.52512e-008 -0.00119879
-2.51512e-008 -0.0345519
-2.50512e-008 -0.00876021
-2.49512e-008 -0.00839768
-2.48512e-008 0.0211747
-2.47512e-008 -0.00518666
-2.46512e-008 0.00413564
-2.45512e-008 -0.0016649
-2.44512e-008 -0.0230544
-2.43512e-008 0.00387668
-2.42512e-008 0.0104541
-2.41512e-008 -0.00803514
-2.40512e-008 0.00636263
-2.39512e-008 -0.00642963
-2.38512e-008 0.00480891
-2.37512e-008 0.00739844
-2.36512e-008 0.00801993
-2.35512e-008 -0.00513487
-2.34512e-008 -0.00741365
-2.33512e-008 -0.00622247
-2.32512e-008 -0.00746545
-2.31512e-008 0.00444638
-2.30512e-008 0.0107648
-2.29512e-008 -0.0106247
-2.28512e-008 0.0224695
-2.27512e-008 -0.0177718
-2.26512e-008 0.000562089
-2.25512e-008 0.0198282
-2.24512e-008 0.0240232
-2.23512e-008 -0.0066368
-2.22512e-008 0.00491249
-2.21512e-008 -0.00275251
-2.20512e-008 -0.0105729
-2.19512e-008 0.0188959
-2.18512e-008 0.0116453
-2.17512e-008 -0.00855305
-2.16512e-008 0.00672516
-2.15512e-008 -0.00611889
-2.14512e-008 0.0054304
-2.13512e-008 0.00615547
-2.12512e-008 0.0112827
-2.11512e-008 -0.0220704
-2.10512e-008 0.00682874
-2.09512e-008 -0.0172021
-2.08512e-008 -0.0098996
-2.07512e-008 0.0032552
-2.06512e-008 0.0258877
-2.05512e-008 -0.0219668
-2.04512e-008 0.0169279
-2.03512e-008 -0.0022346
-2.02512e-008 0.00133895
-2.01512e-008 0.0211747
-2.00512e-008 0.00972902
-1.99512e-008 -0.00684396
-1.98512e-008 0.0015979
-1.97512e-008 0.0253698
-1.96512e-008 -0.01772
-1.95512e-008 -0.00171669
-1.94512e-008 0.0281664
-1.93512e-008 -0.0222775
-1.92512e-008 0.0182227
-1.91512e-008 -0.00446159
-1.90512e-008 0.00682874
-1.89512e-008 -0.0071547
-1.88512e-008 0.00713949
-1.87512e-008 -0.00642963
-1.86512e-008 0.00605189
-1.85512e-008 -0.00378832
-1.84512e-008 -0.0108318
-1.83512e-008 0.0188959
-1.82512e-008 0.0111792
-1.81512e-008 -0.00741365
-1.80512e-008 -0.00456517
-1.79512e-008 -0.0233134
-1.78512e-008 0.0185334
-1.77512e-008 0.00688054
-1.76512e-008 0.0214855
-1.75512e-008 -0.0060671
-1.74512e-008 0.00563756
-1.73512e-008 -0.00404727
-1.72512e-008 -0.00793156
-1.71512e-008 0.00299624
-1.70512e-008 0.0241786
-1.69512e-008 -0.0082423
-1.68512e-008 0.0187924
-1.67512e-008 -0.00197565
-1.66512e-008 -0.00979602
-1.65512e-008 0.00641442
-1.64512e-008 0.00750202
-1.63512e-008 0.00620726
-1.62512e-008 0.00812351
-1.61512e-008 -0.00653322
-1.60512e-008 0.00154611
-1.59512e-008 0.0344849
-1.58512e-008 0.0110238
-1.57512e-008 0.0032552
-1.56512e-008 0.0109202
-1.55512e-008 -0.0188076
-1.54512e-008 -0.0098996
-1.53512e-008 0.00610368
-1.52512e-008 0.00827888
-1.51512e-008 0.00688054
-1.50512e-008 -0.00373653
-1.49512e-008 -0.0201023
-1.48512e-008 -0.0112979
-1.47512e-008 0.0199835
-1.46512e-008 0.00947006
-1.45512e-008 0.00460175
-1.44512e-008 0.00667337
-1.43512e-008 0.00656979
-1.42512e-008 0.00646621
-1.41512e-008 0.0076056
-1.40512e-008 -0.00249355
-1.39512e-008 -0.021915
-1.38512e-008 -0.00446159
-1.37512e-008 -0.024401
-1.36512e-008 0.0286844
-1.35512e-008 0.0270271
-1.34512e-008 -0.00544561
-1.33512e-008 -0.0114533
-1.32512e-008 0.0190513
-1.31512e-008 0.0120596
-1.30512e-008 -0.00907095
-1.29512e-008 0.00522324
-1.28512e-008 0.00786456
-1.27512e-008 0.00677695
-1.26512e-008 0.00558577
-1.25512e-008 0.00895216
-1.24512e-008 -0.00601531
-1.23512e-008 0.00242655
-1.22512e-008 0.0229874
-1.21512e-008 -0.00368474
-1.20512e-008 -0.0098996
-1.19512e-008 0.00739844
-1.18512e-008 -0.00518666
-1.17512e-008 0.00309983
-1.16512e-008 0.0132508
-1.15512e-008 -0.0328428
-1.14512e-008 -0.0121266
-1.13512e-008 0.00745023
-1.12512e-008 0.00729486
-1.11512e-008 0.00563756
-1.10512e-008 0.00786456
-1.09512e-008 -0.0055492
-1.08512e-008 -0.0054974
-1.07512e-008 -0.0202059
-1.06512e-008 -0.00684396
-1.05512e-008 -0.00964065
-1.04512e-008 0.0206568
-1.03512e-008 -0.00342578
-1.02512e-008 -0.00725828
-1.01512e-008 -0.0190665
-1.00512e-008 -0.00922632
-9.95121e-009 0.00465354
-9.85121e-009 0.0207604
-9.75121e-009 0.00739844
-9.65121e-009 0.00713949
-9.55121e-009 -0.00705112
-9.45121e-009 0.00568935
-9.35121e-009 0.00548219
-9.25121e-009 0.0222623
-9.15121e-009 -0.00503129
-9.05121e-009 0.00309983
-8.95121e-009 0.0102469
-8.85121e-009 -0.00886379
-8.75121e-009 0.0184298
-8.65121e-009 0.0104541
-8.55121e-009 0.00315162
-8.45121e-009 0.0218998
-8.35121e-009 -0.00228639
-8.25121e-009 -0.0205685
-8.15121e-009 -0.0102621
-8.05121e-009 0.00931469
-7.95121e-009 -0.0054974
-7.85121e-009 -0.0055492
-7.75121e-009 -0.0206202
-7.65121e-009 -0.00705112
-7.55121e-009 -0.0082423
-7.45121e-009 0.00776097
-7.35121e-009 -0.00699933
-7.25121e-009 0.00579293
-7.15121e-009 -0.0044098
-7.05121e-009 -0.00896737
-6.95121e-009 0.0032552
-6.85121e-009 0.0234017
-6.75121e-009 -0.00627426
-6.65121e-009 0.00667337
-6.55121e-009 -0.0161145
-6.45121e-009 -0.0212935
-6.35121e-009 -0.0181861
-6.25121e-009 -0.0280781
-6.15121e-009 -0.0577541
-6.05121e-009 -0.0583756
-5.95121e-009 -0.0723072
-5.85121e-009 -0.0608097
-5.75121e-009 -0.0578576
-5.65121e-009 -0.0687337
-5.55121e-009 -0.0964934
-5.45121e-009 -0.111357
-5.35121e-009 -0.122958
-5.25121e-009 -0.137978
-5.15121e-009 -0.138703
-5.05121e-009 -0.147818
-4.95121e-009 -0.169052
-4.85121e-009 -0.141448
-4.75121e-009 -0.139842
-4.65121e-009 -0.127982
-4.55121e-009 -0.126014
-4.45121e-009 -0.134818
-4.35121e-009 -0.168482
-4.25121e-009 -0.142639
-4.15121e-009 -0.140205
-4.05121e-009 -0.119074
-3.95121e-009 -0.0881551
-3.85121e-009 -0.086705
-3.75121e-009 -0.0860835
-3.65121e-009 -0.0989793
-3.55121e-009 -0.101672
-3.45121e-009 -0.0868603
-3.35121e-009 -0.0852031
-3.25121e-009 -0.0881033
-3.15121e-009 -0.0730323
-3.05121e-009 -0.0843744
-2.95121e-009 -0.0797133
-2.85121e-009 -0.0409739
-2.75121e-009 -0.0866532
-2.65121e-009 -0.0506588
-2.55121e-009 -0.04838
-2.45121e-009 -0.0192219
-2.35121e-009 -0.0438224
-2.25121e-009 -0.0404042
-2.15121e-009 -0.00570457
-2.05121e-009 -0.0154412
-1.95121e-009 -0.035018
-1.85121e-009 -0.0195844
-1.75121e-009 -0.0313409
-1.65121e-009 -0.0230544
-1.55121e-009 -0.00653322
-1.45121e-009 -0.00591173
-1.35121e-009 -0.0066368
-1.25121e-009 -0.00472055
