LECROYSDA6000A 1113 Waveform
Segments 1 SegmentSize 502
Segment TrigTime TimeSinceSegment1
#1 22-Oct-2014 11:18:34 0                 
Time Ampl
-2.82451e-008 0.0191031
-2.81451e-008 0.00750202
-2.80451e-008 0.0177048
-2.79451e-008 0.0213301
-2.78451e-008 0.0189995
-2.77451e-008 0.022832
-2.76451e-008 -0.00544561
-2.75451e-008 -0.000939837
-2.74451e-008 0.034951
-2.73451e-008 0.0216408
-2.72451e-008 0.0300309
-2.71451e-008 0.0363494
-2.70451e-008 0.00833067
-2.69451e-008 0.0114381
-2.68451e-008 0.0506435
-2.67451e-008 0.0109202
-2.66451e-008 0.0152188
-2.65451e-008 0.0211229
-2.64451e-008 0.0113863
-2.63451e-008 -0.0141982
-2.62451e-008 0.045827
-2.61451e-008 0.0135097
-2.60451e-008 0.0162028
-2.59451e-008 0.00890037
-2.58451e-008 0.00527503
-2.57451e-008 0.00361773
-2.56451e-008 0.0319472
-2.55451e-008 0.0240232
-2.54451e-008 0.0162028
-2.53451e-008 0.0323097
-2.52451e-008 0.0264574
-2.51451e-008 -0.013007
-2.50451e-008 0.0431857
-2.49451e-008 0.0256805
-2.48451e-008 0.0291505
-2.47451e-008 0.0337598
-2.46451e-008 0.033967
-2.45451e-008 0.0209676
-2.44451e-008 0.0189995
-2.43451e-008 0.0187924
-2.42451e-008 0.0316882
-2.41451e-008 0.0364011
-2.40451e-008 0.0118006
-2.39451e-008 -0.0137321
-2.38451e-008 0.0308596
-2.37451e-008 0.0239714
-2.36451e-008 0.0294094
-2.35451e-008 0.0386799
-2.34451e-008 -0.00409906
-2.33451e-008 -0.0022346
-2.32451e-008 0.0343295
-2.31451e-008 0.0209676
-2.30451e-008 0.0343813
-2.29451e-008 0.00879679
-2.28451e-008 0.00563756
-2.27451e-008 0.00066567
-2.26451e-008 0.0468628
-2.25451e-008 0.0224695
-2.24451e-008 0.0436518
-2.23451e-008 0.026043
-2.22451e-008 0.00511966
-2.21451e-008 0.00221939
-2.20451e-008 0.0316364
-2.19451e-008 0.0271824
-2.18451e-008 0.000251346
-2.17451e-008 0.0467075
-2.16451e-008 0.0118006
-2.15451e-008 0.0142348
-2.14451e-008 0.0231946
-2.13451e-008 0.00724307
-2.12451e-008 0.00682874
-2.11451e-008 0.00398026
-2.10451e-008 0.0196728
-2.09451e-008 0.017653
-2.08451e-008 0.0362458
-2.07451e-008 0.00615547
-2.06451e-008 0.0299791
-2.05451e-008 0.0227284
-2.04451e-008 0.020864
-2.03451e-008 0.00372131
-2.02451e-008 0.0310667
-2.01451e-008 0.0235053
-2.00451e-008 0.0194656
-1.99451e-008 0.00791635
-1.98451e-008 0.00610368
-1.97451e-008 0.00304804
-1.96451e-008 0.0351582
-1.95451e-008 0.00553398
-1.94451e-008 0.045102
-1.93451e-008 0.0111792
-1.92451e-008 0.0178083
-1.91451e-008 0.00139074
-1.90451e-008 0.0602766
-1.89451e-008 0.0132508
-1.88451e-008 0.0264056
-1.87451e-008 0.0235571
-1.86451e-008 0.0185852
-1.85451e-008 0.0179637
-1.84451e-008 0.0356243
-1.83451e-008 0.00667337
-1.82451e-008 0.03174
-1.81451e-008 0.0092629
-1.80451e-008 0.0182227
